Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
15-November-2018,7370.00,7502.00,7330.35,7482.85,7446.053146503379914516,131956,10355,982551389.00,14948,11.33,171.65,112.85
14-November-2018,7183.00,7406.00,7183.00,7372.35,7294.174023937501771223,105859,11013,772153968.00,31029,29.31,223.00,189.35
13-November-2018,7064.00,7174.60,7023.65,7146.40,7123.910815086171009907,60055,6659,427826464.00,9040,15.05,150.95,82.40
12-November-2018,7283.00,7350.00,7049.25,7073.90,7187.330922791229197914,56004,6610,402519281.00,18987,33.90,300.75,-209.10
9-November-2018,7138.00,7302.45,7037.30,7265.50,7227.799740829346092503,60192,7286,435055722.00,8750,14.54,265.15,127.50
7-November-2018,7154.00,7154.00,7090.10,7135.45,7128.710100493953329926,11742,1907,83705314.00,5571,47.45,63.90,-18.55
6-November-2018,7225.00,7237.00,7050.00,7073.25,7137.281465201465201465,61425,6787,438407514.00,11742,19.12,187.00,-151.75
5-November-2018,7150.00,7252.45,7069.55,7167.40,7183.622598660579797464,86306,9603,619989732.00,16394,19.00,182.90,17.40
2-November-2018,6795.00,7160.90,6760.00,7136.80,6992.942829154000747331,198038,18971,1384868412.00,37997,19.19,400.90,341.80
1-November-2018,6673.80,6740.00,6601.00,6709.60,6687.117178489042675893,83232,8760,556582137.00,12297,14.77,139.00,35.80
31-October-2018,6751.00,6760.00,6508.00,6608.95,6591.131520801329938343,95042,14320,626434322.00,26839,28.24,252.00,-142.05
30-October-2018,6800.00,6876.00,6680.00,6697.85,6785.687049175421268444,66822,7128,453433180.00,14799,22.15,196.00,-102.15
29-October-2018,6748.00,6810.00,6700.00,6798.45,6762.896730319809672189,47497,5844,321217306.00,6780,14.27,110.00,50.45
26-October-2018,6731.10,6802.00,6501.65,6705.25,6708.453119392444922955,86379,10100,579469472.00,10950,12.68,300.35,-25.85
25-October-2018,6718.00,6855.70,6625.00,6724.70,6717.011752319858972161,163372,18359,1097371644.00,25242,15.45,230.70,6.70
24-October-2018,6875.00,6886.40,6692.55,6768.55,6760.849032871198568872,71552,8685,483752270.00,17537,24.51,193.85,-106.45
23-October-2018,6789.00,6856.95,6670.00,6763.05,6758.451952891852153785,68693,9412,464258340.00,16073,23.40,186.95,-25.95
22-October-2018,6839.00,6899.65,6726.30,6814.00,6828.087867897556478871,74851,8906,511089205.00,22030,29.43,173.35,-25.00
19-October-2018,6854.00,6963.95,6721.00,6760.35,6815.683719357565511411,88725,11583,604721538.00,23031,25.96,242.95,-93.65
17-October-2018,7220.00,7245.00,6855.15,6878.70,7013.175719668811360898,78022,11111,547181996.00,20108,25.77,389.85,-341.30
16-October-2018,7218.00,7280.80,7125.00,7149.95,7204.437350053426342210,49601,5439,357347297.00,12954,26.12,155.80,-68.05
15-October-2018,7348.00,7349.00,7129.40,7181.95,7196.953506059754303004,60481,7241,435278945.00,11307,18.70,219.60,-166.05
12-October-2018,6974.00,7321.95,6958.85,7283.05,7198.985193571789742124,90974,11016,654920479.00,20863,22.93,363.10,309.05
11-October-2018,6850.00,6955.40,6738.55,6878.10,6846.119799168690069550,72897,9083,499061595.00,12203,16.74,216.85,28.10
10-October-2018,6735.00,7049.00,6720.60,7011.15,6939.466893606357095868,95767,11519,664571926.00,22065,23.04,328.40,276.15
9-October-2018,6897.00,6935.10,6650.00,6691.90,6777.657675975241111271,111152,13620,753350206.00,32517,29.25,285.10,-205.10
8-October-2018,6926.10,6997.60,6779.60,6904.00,6891.548526626080085900,98719,12731,680326779.00,16914,17.13,218.00,-22.10
5-October-2018,7080.00,7219.00,6801.05,6893.00,7029.811708006148988325,120345,17480,846002690.00,38818,32.26,417.95,-187.00
4-October-2018,7200.00,7278.40,7023.55,7193.65,7175.866932218598848788,91382,13018,655745072.00,20705,22.66,254.85,-6.35
