Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
12-November-2018,848.50,900.00,842.45,892.80,881.244066343228741344,1100881,15484,970144849.00,417857,37.96,57.55,44.30
9-November-2018,857.00,863.35,845.00,848.00,854.379015518174604425,190293,3595,162582346.00,31796,16.71,18.35,-9.00
7-November-2018,856.00,857.45,848.05,851.15,851.459915440279697536,24598,805,20944211.00,11782,47.90,9.40,-4.85
6-November-2018,872.00,877.40,840.50,846.65,856.291103182970167072,143231,2579,122647431.00,22250,15.53,36.90,-25.35
5-November-2018,869.50,872.05,858.00,865.85,865.461279260474131504,67070,1819,58046488.00,13589,20.26,14.05,-3.65
2-November-2018,863.00,884.20,855.00,870.95,873.686817740522365087,168924,3836,147586672.00,36403,21.55,29.20,7.95
1-November-2018,849.90,861.00,835.00,852.75,847.846559552162556933,138979,3202,117832867.00,23626,17.00,26.00,2.85
31-October-2018,834.95,847.30,819.25,844.05,834.961855611476015809,140676,3229,117459094.00,35989,25.58,28.05,9.10
30-October-2018,827.85,841.90,820.10,829.65,834.933988970975142598,190044,3842,158674195.00,27970,14.72,21.80,1.80
29-October-2018,819.00,834.00,807.00,827.85,822.384225156358582348,129510,3033,106506981.00,19896,15.36,27.00,8.85
26-October-2018,791.50,819.90,787.20,807.00,809.028328189179212905,254658,4591,206025536.00,84702,33.26,32.70,15.50
25-October-2018,788.00,796.35,778.60,792.05,784.089589235127478753,172264,1578,135070409.00,100016,58.06,17.75,4.05
24-October-2018,782.95,794.80,772.40,790.85,783.103189798215383901,86181,1779,67488616.00,13917,16.15,22.40,7.90
23-October-2018,775.10,786.50,766.65,778.30,776.782512056607428705,98079,1862,76186052.00,10551,10.76,19.85,3.20
22-October-2018,791.05,799.95,771.80,775.10,781.306417473018235950,85984,2265,67179851.00,14393,16.74,28.15,-15.95
19-October-2018,814.00,814.05,778.00,789.30,794.924446459081557934,143395,3472,113988191.00,18069,12.60,36.05,-24.70
17-October-2018,817.00,822.80,793.15,800.15,804.070802400081358690,147495,2946,118596423.00,21038,14.26,29.65,-16.85
16-October-2018,817.95,819.00,807.00,810.40,812.720064949483734872,144112,2746,117122714.00,30155,20.92,12.00,-7.55
15-October-2018,810.00,812.00,790.00,808.00,800.393192645029161657,89844,2130,71910526.00,14295,15.91,22.00,-2.00
12-October-2018,781.00,808.90,777.25,805.60,795.710397636433333021,213914,4911,170213594.00,36655,17.14,31.65,24.60
11-October-2018,771.00,797.40,754.90,779.90,780.668867246225243479,214186,4693,167208342.00,30021,14.02,42.50,8.90
10-October-2018,752.85,795.00,738.90,787.85,779.520871041831604920,357457,8909,278645192.00,49710,13.91,56.10,35.00
9-October-2018,819.45,820.50,731.70,750.35,773.665449902396551767,393941,9011,304778541.00,78154,19.84,88.80,-69.10
8-October-2018,790.00,819.45,775.00,812.70,798.953516385708262787,149429,3808,119386825.00,21752,14.56,44.45,22.70
5-October-2018,785.00,815.95,784.00,792.75,803.901708429726287333,307768,8547,247415221.00,68347,22.21,31.95,7.75
4-October-2018,785.00,797.40,761.20,776.15,778.607618752753730188,167954,4224,130770264.00,28874,17.19,36.20,-8.85
3-October-2018,814.00,814.00,792.00,794.55,800.346866156734190692,107073,3467,85695540.00,22828,21.32,22.00,-19.45
