Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
22-January-2019,312.70,312.70,302.00,304.25,307.023253593085995320,272259,2514,83589844.00,38020,13.96,10.70,-8.45
21-January-2019,317.70,317.70,306.30,310.45,311.128113187405738748,365341,3327,113667856.00,29000,7.94,11.40,-7.25
18-January-2019,331.45,332.35,305.10,310.95,314.085887515583066693,740387,7207,232545108.00,87255,11.79,27.25,-20.50
17-January-2019,334.00,338.10,330.30,332.30,332.933052961890324825,169537,1647,56444471.00,20590,12.14,7.80,-1.70
16-January-2019,337.50,345.00,331.25,333.35,338.374561097119326433,380779,3224,128845927.00,35649,9.36,13.75,-4.15
15-January-2019,330.00,338.80,326.45,337.65,331.941788695665591679,259228,2533,86048606.00,44969,17.35,12.35,7.65
14-January-2019,334.05,334.10,317.95,331.90,330.801755404528533861,146405,1905,48431031.00,12129,8.28,16.15,-2.15
11-January-2019,337.25,338.85,329.50,334.05,332.792025557489475015,268884,2338,89482451.00,27998,10.41,9.35,-3.20
10-January-2019,335.20,338.25,332.60,337.25,335.377771897779067583,117158,1350,39292189.00,8460,7.22,5.65,2.05
9-January-2019,330.50,340.00,327.45,335.15,332.643626708376857406,365698,3708,121647109.00,57939,15.84,12.55,4.65
8-January-2019,325.40,331.50,323.20,328.85,328.849897440804829643,240349,1941,79038744.00,61952,25.78,8.30,3.45
7-January-2019,322.70,327.60,322.35,324.45,324.841139086497860097,419178,2092,136166259.00,21256,5.07,5.25,1.75
4-January-2019,313.00,324.40,313.00,322.60,320.052051295849390882,483158,4031,154635709.00,52089,10.78,11.40,9.60
3-January-2019,312.00,315.45,308.15,313.15,311.815822652146300716,319643,2721,99669745.00,13318,4.17,7.30,1.15
2-January-2019,316.00,320.75,309.20,312.80,314.025480552005473580,387315,2979,121626779.00,40764,10.52,11.55,-3.20
1-January-2019,316.80,322.00,313.55,319.55,312.987276796400554628,13410066,2770,4197180039.00,13123920,97.87,8.45,2.75
31-December-2018,319.80,321.00,312.00,312.90,315.192597654527819416,181456,1958,57193588.00,34057,18.77,9.00,-6.90
